epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.15952466428279877,4.999999873689376e-06,5.761749267578125,0.5504322648048401,1.755122423171997
1,0.25243067741394043,4.999999873689376e-06,3.7787773609161377,0.46685880422592163,2.412071943283081
2,0.3395750820636749,4.999999873689376e-06,2.8144729137420654,0.38616713881492615,3.001451015472412
3,0.4151962697505951,4.999999873689376e-06,2.2790639400482178,0.36599424481391907,3.2343432903289795
4,0.4710118770599365,4.999999873689376e-06,1.9762799739837646,0.36599424481391907,3.12752628326416
5,0.5102628469467163,2.499999936844688e-06,1.8203070163726807,0.38616713881492615,2.849245309829712
6,0.5297083258628845,2.499999936844688e-06,1.7234569787979126,0.4207492768764496,2.5961172580718994
7,0.5426719188690186,2.499999936844688e-06,1.6879353523254395,0.4438040256500244,2.4089207649230957
8,0.5477133393287659,2.499999936844688e-06,1.6065541505813599,0.45821326971054077,2.2546093463897705
